2305843009213693952, d
2305843009750564864, l
3530822107858468864, u
3602879701896396800, u
3603161176873107456, u
3607400893709811712, d
3607400893709815808, l
3607418485895860224, l
3611922085791662080, u
3612485035745083392, u
3683979679829594112, l
3683979748817502208, u
3683998439978303488, u
4836867236746493952, u
4841371798446538752, u
4841934748399960064, u
4908958778474364928, l
5913261495377985536, d
5917765095005356032, u
5980815489788547072, l
5985319089684348928, u
5989840280960892928, u
5990121755937603584, u
5990068992264437760, r
5990089870368833536, d
6062162857301114880, u
6062126715151384576, r
6062126715151384577, r
6066912756123041792, u
6067211814695862272, u
6070887482335952896, l
6124948270050443264, d
6129451869677813760, u
6133955469305184256, u
7061698092055134208, d
7061699191566761984, l
7133754586849869824, u
7138258186477240320, u
7138539661453950976, u
7142761786104614912, d
7143043261081325568, u
7143045460104581120, d
7142990698736844801, d
7143008290922954752, u
7143029105137549312, l
7219868337805721600, u
7219833294362443776, l
7219853013362409472, d
7219853082081886208, u
7219854044154564608, l
7219854112874041344, u
7219834462596562945, r
7224338066516803584, u
7286860696254414848, l
7286860696522850304, l
7287424737397964800, u
7291383872627933184, d
7291682938985381888, u
7291682939237048320, d
7291613884484485122, l
7296117277970202626, u
7296113154785935362, r
7300617652060422144, u
7354416674939867136, l
7358937866484842496, u
8214637188848025600, d
8214638288359653376, l
8286975158351036416, u
8295700882629066752, d
518477186273968128, d
8295701982140698624, l
8295703081920757760, u
8295703081920761856, l
8295984556897472512, u
8295984556897476608, l
8295984625885380608, u
8296266100862091264, u
8300206750536044544, d
8358753545708638208, l
8358753545708642304, l
8367760676243906560, u
8367760676260683776, l
8367761775772311552, u
8368043250749022208, u
8367974191134277634, d
8440310038920167424, u
8444271497979101184, d
8444271498247536640, l
8449056366693187584, u
8449056366709964800, u
8449035758905393152, d
8453574405463801856, u
8507336186681884672, l
8507354877842685952, u
8507354878111121408, d
8507354878112169984, u
8507354878379560960, l
8507354878379565056, l
8507354878650089472, u
148618787703226368, u
2449958197289549824, d
2454461796916920320, u
2454743271893630976, u
3602879701896400896, l
3607383301523771392, l
3607682368686522368, u
3611922085523226624, d
3611922085791662080, u
3611922086060097536, u
3674972480860061696, l
3674992271515713536, u
4827878591750471680, u
4832382191377842176, u
4832383290889469952, d
4904719061369225216, u
4904721260392480768, u
5908742502587826176, l
5913246102215196672, l
5913246102215204864, l
5985600564661059584, u
5989822689311723520, l
5994343880856698880, u
6052890676012519424, l
6052891775792578560, u
378584054129360896, d
6057362458790592512, l
6061865989715263488, u
6061865989715267584, l
6061865989732044800, l
6061866058686402560, l
6062429008639823872, u
6066369658313773568, l
6066631483009990674, l
6071416497484464128, u
6133922690148335616, l
7061664213386661888, l
7147250061020233728, u
7147531535996944384, u
7210316879758364672, l
7214820479654166528, u
7214821579165794304, d
6917581804803199520, u
6917582904314827520, d
6994147396498231296, u
7061701390910885888, l
7070990065140240384, u
7138262653293563904, l
7143047659178168320, u
7143329134154878976, u
7147269783828832256, l
7205816578984648960, l
7282376673373192192, u
7282394264753930752, u
7282394265274032128, d
7282394333993508864, l
7286897933889306624, u
7286898002608783360, u
7291682939773911040, u
7291683008493387776, u
7291683077212864512, u
7291964552189575168, u
7291895359464341504, r
7296680429771292672, u
7296749557570863104, d
7296749626290339840, u
7296749626291388416, l
7296749626559823872, u
7296680434068422657, l
7296698094970863616, u
7301219016201207808, u
7363425179327795200, l
7367928641784643584, u
7367928710504120320, u
7368491660457541632, u
8367727827780374528, l
8367727828048809984, l
8444303177657876480, u
8444584652634587136, u
8444866127611297792, u
8444812461726629888, r
8449333447381614592, u
8449315859491586048, r
8449597471906070528, u
8449597338762084353, r
8449879904660488192, u
8453291684946518016, l
8502831281116028928, d
8511838480370769920, d
8512401430324191232, u
8516343179509768192, d
8516906129463189504, u
8516869987045015585, r
8516869991341031456, u
8516922622406045696, l
8516923721917673472, u
8516924821429301248, u
8516924890148777984, d
8516873285581996035, r
19791209299968, l
4624, d
268440080, l
2458965396544290816, u
3602879702164832256, l
3607383301792202752, l
3607682368686522368, u
3611904493605617664, l
3674954888388808704, l
4683761204919799808, l
4755836391143768064, u
4755837490655395840, u
4755837490923831296, u
4755856182084632576, u
4827911577367740416, u
4832415176995110912, u
302022860463996928, r
306808828421210112, u
5908757895750615040, l
5913261495377985536, u
5917765095005356032, u
5917765163724832768, u
5985320188927541248, d
5985321288439169024, l
5989824888066539520, u
5989841380740956160, d
5989841381009391616, u
5989841381026168832, l
5989842549240496128, u
5990124024217206784, u
5990124092936683520, u
5990125055026135040, l
6062180518743506944, u
6062180587462983680, u
6066965524628111360, u
6066911858475008001, r
6071432844129992705, u
6133937877387583488, l
7061679400625905920, l
7061699191835197440, u
7061699260554674176, l
7142761786104610816, u
6917581804736090912, u
6998649896563642368, u
6917581804752868129, u
7070988965578280960, u
7138275778663292928, l
7142779378559090688, u
7142779378575867904, l
7142779378592645120, l
7142779378592649216, l
7142782677093978112, u
7219340572224393216, u
7219341671736020992, u
7219342771247648768, u
7219342771264425984, u
7219342771264430080, l
7219342771281207296, l
7219343870776057856, u
7219343870792835072, l
7219625345769545728, u
7219625345770594304, l
7219906889465733120, u
7219837761180729346, l
7296415383043571712, u
7296714450206195712, u
7296678239336923137, r
7296959705724747776, u
7300391140048502784, d
7349946060392894464, l
7350227535638036480, u
8142579595078537216, l
8219139689232207872, u
8223643288859578368, u
8286694783154393088, d
8286695882666020864, u
8291199482293391360, u
8291480957270102016, u
8295703081937539072, l
8295703081954316288, l
8295704250151866368, u
8367759645166538752, u
8367760676227125248, d
8368042151203835904, u
8372545750831206400, u
8372477722039091201, d
8444812401598070784, u
8444812401599184896, r
8444812470317613056, u
8449317032016609280, u
8449352341479489536, d
8449369937423630336, u
8449369937423695872, d
8449369941718663168, u
8449369941720760320, r
8449651416697405440, u
8449651416695439361, l
8449651420991389696, u
8449651477361725440, l
1152921504875282432, l
2310346608841064448, u
2382404202878992384, u
3535325707485839360, u
3602879701896400896, l
3607400893709811712, u
3611904493337182208, u
3612467443290603520, u
3683962087643545600, l
3683979748280631296, u
4755837490386964480, l
4756118965632106496, u
4756120065143734272, u
4828176559670034432, u
4828458034646745088, u
4836902283948068864, l
4836902283948072960, l
4837183758924783616, u
4837147616506609697, r
4841933794917220352, u
4842215330023473152, u
4913448084450574336, l
5980801264856858624, l
6057658158162116608, u
6062161757789487104, u
6062443232766197760, u
6066383882440155136, l
6066402574137819136, u
6066684049114529792, u
6066630383498231808, r
6071416351455444992, u
6133937876850708480, l
7061680499600658432, l
7061681599380717568, u
7138240594022760448, u
7138522068999471104, u
7143025668626841600, u
7143025737346318336, u
7142990625720369152, r
7147775704619286528, u
7148057171007111168, u
7219305387315433472, l
7219306487095492608, u
7219324147464142848, u
7219887097417564160, u
7219833367376691201, r
7224619331039002624, u
7291362981084925952, l
7291364080864985088, u
7291364081133420544, l
7291381741502070784, u
7291663216478781440, u
7291609486437908481, r
7296130472092958720, u
7296132663063085056, l
7296132731782561792, u
7296114112562593794, r
7296395664848584704, u
7296416336794615808, l
7296433997431701504, u
7296396824489820160, r
7300900153550962688, u
7301199212123783168, u
7363405182228500480, l
8291146705466822656, l
8295667897280233472, u
8295667897297010688, u
8300171496924381184, u
8358733685494648832, l
8363237285122019328, u
8363238384633647104, u
8367741984261017600, u
8372245583888388096, u
8372245652607864832, u
8372246683416793088, l
8372528158393503744, u
8372476622529429505, r
8372775762704465920, u
8372776784906690560, l
8444829981436018688, u
8444829981437067264, u
8444830050154450944, u
8449333447918358528, u
8449315859490537474, r
8449597407481561088, u
8449896461759414272, u
8453291685214945280, l
8453291753934422016, u
8453573228911132672, u
8507335980523454464, l
8507635047149338624, u
8511857172068433920, d
8511857240787910656, u
8512139746556772352, d
8512139815276249088, u
8512139883995725824, l
8516643483623096320, u
8516588589377781760, l
8521109575032766464, u
4785074604081152, u
2305843009213698048, l
2377900603251625984, l
2377920394460921856, u
2377937986646966272, u
3530824306898501632, u
3530841899336204288, d
3531140966230523904, u
3535644565857894400, u
3607436078081904640, l
4760323497828286464, u
4764827097455656960, u
4764844689641701376, u
4832398684052258816, d
4836902283679629312, u
4836902283948064768, l
4837183758924775424, u
4837147620801576960, r
4841652182501621760, u
4904439785684209664, l
4904738852846960640, u
5908775488205094912, l
5913279087832465408, u
5917782687459835904, d
5918064162436546560, u
5985336681870397440, l
5764660300179575312, u
5985620355870363648, u
5990123955497734144, u
5990069194129997825, d
5990070293641691136, u
5990090008344662016, l
6066647834755600384, u
6066630181637914625, r
6066630250357456896, u
6066631354163920896, u
6066630323368820737, l
6066630323368820738, r
6066631427175350272, u
6066631427175350273, r
6066649019361394689, u
6066667831620014080, d
6066687347951411200, l
6138742742949306368, u
7138260385517281280, l
7138260385534058496, l
7138542960257269760, u
7210614847409487872, u
7214836972060151808, l
7214837041048059904, u
7215048357197250560, l
7215330935980425216, u
7219309922532458496, l
7219309922532462592, l
7291644593769021440, u
7291662048784547840, d
